date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2021-10-10,Z305D6ZM,ST4000DM000,4000787030016,1,100,115359427,,,92,0,100,9,83,21784,89,930128694,,,43,49976,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,100,0,1,465,100,1,100,0,76,24,100,0,100,1,98,4685,24,24,,,,,55,7432,55,7432,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49879,100,62206772072,100,298325548081,,,,,,,,,,,,,,,,,,,,
2021-10-10,Z304JMYW,ST4000DM000,4000787030016,1,116,110021840,,,91,0,100,17,100,0,83,215191086,,,40,52725,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,1,145,100,0,100,0,100,0,81,19,100,0,100,1,98,4683,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,52641,100,64414429432,100,423029844201,,,,,,,,,,,,,,,,,,,,
2021-10-11,Z302SQFX,ST4000DM000,4000787030016,1,111,32839264,,,92,0,100,9,100,184,83,218961890,,,39,53788,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,10,100,0,1,250,100,0,100,0,69,31,100,0,100,2,90,21734,31,31,,,,,99,232,99,232,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53663,100,68201281408,100,293049822351,,,,,,,,,,,,,,,,,,,,
2021-10-11,Z302SQFX,ST4000DM000,4000787030016,1,111,32839264,,,92,0,100,9,100,184,83,218961890,,,39,53788,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,10,100,0,1,250,100,0,100,0,69,31,100,0,100,2,90,21734,31,31,,,,,99,232,99,232,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53663,100,68201281408,100,293049822351,,,,,,,,,,,,,,,,,,,,
2021-10-12,S3011707,ST4000DM000,4000787030016,1,113,55220184,,,91,0,100,9,100,0,87,506319010,,,36,56858,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,83,17,100,0,100,1,85,31598,17,17,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,56701,100,73436289672,100,404377015360,,,,,,,,,,,,,,,,,,,,
2021-10-12,Z302SZPF,ST4000DM000,4000787030016,1,109,177221184,,,92,0,100,9,75,32000,85,371767580,,,39,53792,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,147,100,0,1,138,100,9,100,0,76,24,100,0,100,0,89,22669,24,24,,,,,99,232,99,232,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53662,100,69859259344,100,315253607061,,,,,,,,,,,,,,,,,,,,
2021-10-13,Z302BTSD,ST4000DM000,4000787030016,1,119,220916520,,,93,0,100,17,100,16,81,147514176,,,38,54662,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,1,118,100,0,100,0,72,28,100,0,100,1,77,47678,28,28,,,,,99,216,99,216,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,54316,100,65089530272,100,402778810278,,,,,,,,,,,,,,,,,,,,
2021-10-31,Z302SW72,ST4000DM000,4000787030016,1,118,191106032,,,91,0,100,23,100,0,85,372279643,,,39,53563,100,0,,,100,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,95,5,100,0,100,0,75,25,100,0,100,2,94,12652,25,25,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53438,100,68969535416,100,320722694680,,,,,,,,,,,,,,,,,,,,
2021-03-19,Z305KY0N,ST4000DM000,4000787030016,1,118,178728648,,,93,0,100,7,100,0,84,328512707,,,50,44408,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,100,0,15,85,100,0,100,0,76,24,100,0,100,1,72,57307,24,24,,,,,99,168,99,168,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,44049,100,52990992424,100,327004551745,,,,,,,,,,,,,,,,,,,,
2021-10-14,Z303Y0HB,ST4000DM000,4000787030016,1,118,187145016,,,94,0,100,6,100,0,72,16869920,,,41,52237,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,100,0,79,21,100,0,100,0,76,24,100,0,100,1,95,10211,24,24,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,52160,100,64479305568,100,325447577116,,,,,,,,,,,,,,,,,,,,
2021-10-14,Z305DW1K,ST4000DM000,4000787030016,1,119,215921632,,,94,0,100,6,100,0,89,912383291,,,45,48932,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,89,11,100,0,100,0,72,28,100,0,100,0,98,4453,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48880,100,59143967432,100,323850904610,,,,,,,,,,,,,,,,,,,,
2021-10-15,Z302SR34,ST4000DM000,4000787030016,1,113,51467440,,,91,0,100,13,99,648,86,403960589,,,39,53616,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,100,0,1,401,100,0,100,0,73,27,100,0,100,1,94,12669,27,27,,,,,81,3144,81,3144,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53368,100,67609708280,100,326609892910,,,,,,,,,,,,,,,,,,,,
2021-10-16,S301LSHD,ST4000DM000,4000787030016,1,118,175171816,,,92,0,100,15,100,0,81,118584895,,,41,52132,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,80,20,100,0,100,0,100,0,81,19,100,0,100,1,93,14173,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,51983,100,64107396656,100,464969899150,,,,,,,,,,,,,,,,,,,,
2020-02-06,Z305ANWQ,ST4000DM000,4000787030016,1,115,89582344,,,92,0,100,9,100,0,74,28302641,,,59,36336,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,24,100,0,100,0,100,0,100,0,77,23,100,0,100,1,85,31978,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,36086,100,53554297688,100,205225680630,,,,,,,,,,,,,,,,,,,,
2020-02-07,S301NH6F,ST4000DM000,4000787030016,1,117,126160312,,,92,0,100,12,100,0,81,127432551,,,57,37979,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,96,9172,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37869,100,56158487568,100,192757502883,,,,,,,,,,,,,,,,,,,,
2021-03-19,Z304JW0E,ST4000DM000,4000787030016,1,117,119592328,,,91,0,100,23,100,0,89,853250559,,,46,47721,100,0,,,100,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,96,9582,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47615,100,63370588160,100,269353795361,,,,,,,,,,,,,,,,,,,,
2021-01-24,Z304JM6A,ST4000DM000,4000787030016,1,114,83637208,,,92,0,100,16,100,0,89,840606735,,,47,46502,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,52,48,100,0,100,0,100,0,81,19,100,0,100,1,97,6437,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46418,100,60470148840,100,310217512145,,,,,,,,,,,,,,,,,,,,
2020-02-05,S300XBD8,ST4000DM000,4000787030016,1,118,188955664,,,95,0,100,7,100,0,79,84197223,,,55,39617,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,77,46817,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39355,100,59367274360,100,216018074688,,,,,,,,,,,,,,,,,,,,
2021-03-21,S301NKXA,ST4000DM000,4000787030016,1,117,143805336,,,91,0,100,14,100,0,89,841565240,,,47,47268,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,94,12414,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47172,100,61516419880,100,1042016751477,,,,,,,,,,,,,,,,,,,,
2020-02-10,Z302B1B8,ST4000DM000,4000787030016,1,111,40849488,,,91,0,100,17,100,16,84,314091471,,,50,43885,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,100,0,19,81,100,0,100,0,83,17,100,0,100,0,72,56892,17,17,,,,,98,384,98,384,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,43677,100,64148388872,100,200357604102,,,,,,,,,,,,,,,,,,,,
2020-02-04,Z304KCLJ,ST4000DM000,4000787030016,1,119,234527880,,,93,0,100,7,100,0,90,980759057,,,58,37202,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,94,12316,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37073,100,55115136176,100,228293820849,,,,,,,,,,,,,,,,,,,,
2020-02-04,Z304JWG9,ST4000DM000,4000787030016,1,98,20523704,,,92,0,100,11,98,2592,90,979700582,,,57,37980,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,95,5,100,0,100,0,79,21,100,0,100,0,97,7383,21,21,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37891,100,54359611856,100,214221299588,,,,,,,,,,,,,,,,,,,,
2020-02-04,Z302T882,ST4000DM000,4000787030016,1,111,114785483,,,92,0,100,9,100,0,85,387190267,,,56,38605,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,71,29,100,0,100,0,74,26,100,0,100,0,94,13470,26,26,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38393,100,58552673104,100,210629991064,,,,,,,,,,,,,,,,,,,,
2021-03-25,Z302SY15,ST4000DM000,4000787030016,1,119,205715928,,,92,0,100,28,100,0,71,12996607,,,45,48544,100,0,,,100,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,1,101,100,0,100,0,75,25,100,0,100,3,94,12451,25,25,,,,,99,240,99,240,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48352,100,63862294432,100,282398840113,,,,,,,,,,,,,,,,,,,,
2020-02-14,S301NXVE,ST4000DM000,4000787030016,1,114,72623072,,,91,0,100,16,100,0,78,62262892,,,57,38159,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,95,5,100,0,100,0,79,21,100,0,100,1,96,9702,21,21,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38051,100,56022962776,100,204022540777,,,,,,,,,,,,,,,,,,,,
2021-10-17,Z302SR95,ST4000DM000,4000787030016,1,111,33060856,,,92,0,100,10,100,0,87,4811551542,,,39,53928,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60,100,0,100,0,100,0,100,0,76,24,100,0,100,2,90,20423,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53811,100,70073663816,100,322469141009,,,,,,,,,,,,,,,,,,,,
2021-03-09,S300Z65Q,ST4000DM000,4000787030016,1,106,89716336,,,94,0,100,6,96,4496,90,954753313,,,44,49854,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,100,0,1,115,100,0,100,0,79,21,100,0,100,0,83,35622,21,21,,,,,100,144,100,144,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49562,100,66815148472,100,285624644288,,,,,,,,,,,,,,,,,,,,
2021-01-20,Z304JWN9,ST4000DM000,4000787030016,1,115,190350832,,,91,0,100,13,99,1328,87,641720622,,,48,46410,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,150,100,0,1,237,100,0,100,0,79,21,100,0,100,0,97,6801,21,21,,,,,98,400,98,400,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46323,100,60385857792,100,318026790025,,,,,,,,,,,,,,,,,,,,
2021-01-08,S301GP9K,ST4000DM000,4000787030016,1,107,233879593,,,91,0,100,19,99,1064,89,861030838,,,47,46724,100,0,,,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,47,100,0,68,32,100,0,100,0,73,27,100,0,100,2,95,11391,27,27,,,,,99,304,99,304,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46535,100,64556040816,100,268563736275,,,,,,,,,,,,,,,,,,,,
2021-10-21,Z302SQBE,ST4000DM000,4000787030016,1,115,100626040,,,92,0,100,42,100,0,86,419011605,,,39,53768,100,0,,,100,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,100,0,73,27,100,0,100,0,93,14367,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53477,100,69115833480,100,320700339028,,,,,,,,,,,,,,,,,,,,
2021-10-21,Z305D2QR,ST4000DM000,4000787030016,1,110,26537816,,,91,0,100,13,100,8,75,30330475,,,43,49935,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,84,16,100,0,100,0,65,35,100,0,100,0,96,9417,35,35,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49717,100,59433664216,100,375450508478,,,,,,,,,,,,,,,,,,,,
